pathway	description	12858.0BR.3.R1.fastq.gz	12858.0KC.2.R1.fastq.gz	12858.0MR.4.R1.fastq.gz	12858.0TB.1.R1.fastq.gz	12858.10BR.49.R1.fastq.gz	12858.10KC.47.R1.fastq.gz	12858.10MR.50.R1.fastq.gz	12858.10TB.46.R1.fastq.gz	12858.11BR.52.R1.fastq.gz	12858.11KC.51.R1.fastq.gz	12858.11MR.53.R1.fastq.gz	12858.11TB.81.R1.fastq.gz	12858.12BR.56.R1.fastq.gz	12858.12KC.55.R1.fastq.gz	12858.12MR.57.R1.fastq.gz	12858.12TB.54.R1.fastq.gz	12858.13BR.60.R1.fastq.gz	12858.13KC.59.R1.fastq.gz	12858.13MR.61.R1.fastq.gz	12858.13TB.58.R1.fastq.gz	12858.14BR.64.R1.fastq.gz	12858.14KC.63.R1.fastq.gz	12858.14MR.65.R1.fastq.gz	12858.14TB.62.R1.fastq.gz	12858.15BR.68.R1.fastq.gz	12858.15KC.67.R1.fastq.gz	12858.15MR.69.R1.fastq.gz	12858.15TB.66.R1.fastq.gz	12858.16BR.72.R1.fastq.gz	12858.16KC.71.R1.fastq.gz	12858.16MR.73.R1.fastq.gz	12858.16TB.70.R1.fastq.gz	12858.17BR.76.R1.fastq.gz	12858.17KC.75.R1.fastq.gz	12858.17MR.77.R1.fastq.gz	12858.17TB.74.R1.fastq.gz	12858.18BR.82.R1.fastq.gz	12858.18KC.79.R1.fastq.gz	12858.18MR.83.R1.fastq.gz	12858.18TB.78.R1.fastq.gz	12858.19BR.86.R1.fastq.gz	12858.19KC.85.R1.fastq.gz	12858.19MR.87.R1.fastq.gz	12858.19TB.84.R1.fastq.gz	12858.1BR.7.R1.fastq.gz	12858.1KC.6.R1.fastq.gz	12858.1MR.8.R1.fastq.gz	12858.1TB.5.R1.fastq.gz	12858.20BR.90.R1.fastq.gz	12858.20KC.89.R1.fastq.gz	12858.20MR.91.R1.fastq.gz	12858.20TB.88.R1.fastq.gz	12858.21BR.94.R1.fastq.gz	12858.21KC.93.R1.fastq.gz	12858.21MR.95.R1.fastq.gz	12858.21TB.92.R1.fastq.gz	12858.22BR.98.R1.fastq.gz	12858.22KC.97.R1.fastq.gz	12858.22MR.99.R1.fastq.gz	12858.22TB.96.R1.fastq.gz	12858.23BR.102.R1.fastq.gz	12858.23KC.101.R1.fastq.gz	12858.23MR.103.R1.fastq.gz	12858.23TB.100.R1.fastq.gz	12858.24BR.106.R1.fastq.gz	12858.24KC.105.R1.fastq.gz	12858.24MR.107.R1.fastq.gz	12858.24TB.104.R1.fastq.gz	12858.2ABR.15.R1.fastq.gz	12858.2AKC.10.R1.fastq.gz	12858.2AMR.12.R1.fastq.gz	12858.2ATB.9.R1.fastq.gz	12858.2BBR.11.R1.fastq.gz	12858.2BKC.14.R1.fastq.gz	12858.2BMR.16.R1.fastq.gz	12858.2BTB.13.R1.fastq.gz	12858.3BR.19.R1.fastq.gz	12858.3KC.18.R1.fastq.gz	12858.3MR.20.R1.fastq.gz	12858.3TB.17.R1.fastq.gz	12858.4BR.23.R1.fastq.gz	12858.4KC.22.R1.fastq.gz	12858.4MR.25.R1.fastq.gz	12858.4TB.21.R1.fastq.gz	12858.5BR.28.R1.fastq.gz	12858.5KC.27.R1.fastq.gz	12858.5MR.29.R1.fastq.gz	12858.5TB.26.R1.fastq.gz	12858.6BR.32.R1.fastq.gz	12858.6KC.31.R1.fastq.gz	12858.6MR.33.R1.fastq.gz	12858.6TB.30.R1.fastq.gz	12858.7BR.36.R1.fastq.gz	12858.7KC.35.R1.fastq.gz	12858.7MR.37.R1.fastq.gz	12858.7TB.34.R1.fastq.gz	12858.8BR.40.R1.fastq.gz	12858.8KC.39.R1.fastq.gz	12858.8MR.41.R1.fastq.gz	12858.8TB.38.R1.fastq.gz	12858.9BR.44.R1.fastq.gz	12858.9KC.43.R1.fastq.gz	12858.9MR.45.R1.fastq.gz	12858.9TB.42.R1.fastq.gz
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	28899.620660951845	14513.665176511882	10005.396085346676	19619.64750709205	25696.781128784467	28567.883183617607	24340.26600968632	6805.772076114959	18003.655983690907	23558.833927330194	29019.843958977213	20968.401031940226	12666.613680425571	29280.348998886264	16664.948737667793	6327.747127769723	12650.169505727648	16753.74098077285	36135.00231450367	3165.87071344616	14507.074176471775	20088.164058343224	24694.731473067324	5391.973359401964	15780.638744506057	24666.39862663606	15284.798630987598	11511.66155202151	18107.4817200434	33650.93065880715	27009.449805794222	7452.735064726672	24467.197279664102	27520.53514331473	32654.75404846285	21087.171751197744	21288.38079042529	19342.673344592098	30507.951775621204	23286.666651618663	26932.94238471244	36946.36113414484	33243.5582613313	13891.595208914336	19044.48982586592	48464.918400143164	26889.94327039377	10484.597466187708	25946.381963237767	22863.441289478244	26013.70943210477	24949.61087877395	28488.889461094062	31638.991179109405	33826.73107484007	3650.800093926037	21852.30639657681	35955.10465482725	32426.011447676945	11625.076604517351	27636.81709380485	69051.48289918645	34925.902988503185	21323.158422266017	22823.5554952349	34949.823647465055	33117.580076110935	13668.908840769223	38990.22411498279	13417.287808553465	19572.738263165345	11290.9510445239	19593.378217307607	63270.05804337704	16841.957256757443	26094.166357143204	25286.164926249552	23979.506447673048	16164.07348654631	15754.628221128483	22428.30497190129	47909.60795444623	22880.26729568544	21496.778989388666	15754.894185023491	39037.08685495991	24991.438442393897	18492.708766303986	25922.15221699065	34644.603742857485	16569.617046074367	19497.008496686933	14619.530384949285	44959.09978028407	40946.819039651	7948.158295925131	11669.127207718404	45811.211318658185	23266.595027709023	18434.224464560968	18342.67168535872	28932.446504007028	27990.909854217247	9895.954115751432
PWY-6317	galactose degradation I (Leloir pathway)	19405.96233350889	11820.065224122263	7544.105882935133	12834.249198015581	18374.322015186874	24011.130730283763	19098.088170830357	11983.043901243327	15734.995104884372	12337.63046780583	20444.998556417384	22013.239314215578	9231.743675907292	15283.043953161074	14133.798975667358	11992.559469108413	11166.392709033427	12818.70288563568	6028.437886914423	8266.641879201145	14261.611644841785	9678.463366599803	15502.07752289877	10394.277355989925	12791.573489964805	13416.782659860242	12056.979194424666	15445.220157966018	16806.280935855524	9588.36659222625	9310.703351122174	10967.849052045354	10675.84445091382	16077.786679001167	16606.411618361748	20049.680386973745	9539.299255656952	12088.413732198716	21715.897527700934	17235.14860452334	19360.261570430703	20099.65706688217	16719.22291442875	14033.577051365879	15926.853167878047	11543.120573977949	13104.868489864659	11831.445484752076	17641.07499580401	19979.696684019054	26525.947846898594	19023.023572066773	21665.316581890584	23448.78773973099	23972.384054114766	13697.472671072212	28657.407378993666	22016.105791423593	21132.112465770013	18102.29624806953	22753.87079049811	13902.90901070498	27470.44781217252	26543.521396524	23384.36236867761	21604.110593158344	25003.326105449283	15614.493514198233	26983.42876869045	21290.381040415534	11353.770432992484	12795.377875496171	15082.539983127137	1842.9248348685721	29391.720710121626	16958.833730548708	19055.724226359718	31230.56901290917	15679.789657387611	12085.684945241323	14688.651120436116	24218.763888654736	15332.592344807794	17321.090944164982	5381.206121557577	22820.881512551558	17060.918365457008	12132.569312244806	20835.989754526134	15904.323334931967	15596.043186200668	15772.020294020547	15199.128408578314	24461.530327690787	26119.010932256966	5542.427880244682	12687.684469665588	27768.587418483155	22204.104546221544	20649.560335334056	8113.1690535838525	15741.395996747036	18770.36749764885	8017.696341249075
PWY-6338	superpathway of vanillin and vanillate degradation	683.7498145057027	979.7783019033842	0.0	676.3348892353353	565.2543042460143	1128.6193148097605	0.0	195.5653559355896	294.1786635769025	543.4187438988388	758.3237557354856	1585.3236627166345	0.0	530.8665349061529	573.2603325477685	0.0	226.1524548168848	502.65318793476433	31.99432319387757	161.9976116088322	0.0	696.8409822892042	492.8612836416661	0.0	0.0	1110.7993571664324	114.9556466905293	458.6859593849414	275.3747430939216	1273.693264850489	329.8317685181986	271.2604976618762	0.0	1341.6091473311928	323.10181130073187	1527.5016097054574	468.7143897324289	1024.5626313209566	671.978845922889	1107.9902031875597	806.54849335854	2237.0467796134385	988.5493240590777	848.7983676694605	382.11964738775396	2659.6195582307464	128.18774827625649	497.25026529030134	836.3513228363482	1274.4002198562735	427.4317290905149	770.4980092665504	1756.2594893667324	1248.5621827712994	617.8820295781853	0.0	885.3789310940193	1210.322061963982	1133.6280881753155	641.7033535166644	360.6641074355945	632.3544227539164	428.01399119997285	901.2918733586656	1037.2032153731652	1578.0403627032597	1276.1596331157746	446.107509404941	876.325339614013	627.9583780278367	442.99962656837454	602.6811217231251	0.0	0.0	0.0	820.2376695230168	1196.1820590107573	604.4686767386194	180.1160190106435	995.4022189024286	693.7490724792482	1947.6216231881506	1159.954858874314	1451.5649355787962	0.0	1644.316414810214	823.5166424480431	965.8775071423337	650.9887819507236	2120.7129466865726	489.7189219454793	1265.1551971383915	0.0	2392.0286350438128	1877.96546233827	0.0	0.0	2243.205368231919	1176.7381260952588	765.1814229265098	175.50363380036018	1245.7254481130494	1547.3186410489227	0.0
PWY-6339	syringate degradation	1236.851870061446	1732.0178674811893	0.0	1659.0064157935096	0.0	2569.440437868818	0.0	381.3836544415378	0.0	0.0	1412.159289481391	2565.066450629497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	348.1856208667923	0.0	0.0	810.7019708117152	0.0	0.0	1987.7580984382205	0.0	778.4451204243617	526.8779265074427	2873.0804851012317	0.0	886.5846729899797	0.0	2993.8159659283333	0.0	2666.110873872833	0.0	2010.5750919989748	0.0	2028.9549024437415	1626.5065702606228	0.0	1736.0764970114205	1313.2822069049746	1146.036157824235	0.0	0.0	1262.4874372790111	1416.7707402455062	1952.2109149889504	728.5557507294167	1220.2487358573019	2921.9838126799073	0.0	0.0	0.0	1557.5961959231754	2229.9676962854246	2297.5204407554183	1059.4159693089966	677.2925765273473	1277.6104267710155	0.0	1714.0509992575244	1617.5379428951578	0.0	2261.085675049386	839.6444261063936	1647.5479669966448	1086.3034951998084	767.5990214777146	1094.6346803610609	904.970951302744	0.0	0.0	1290.8370195072134	2205.432543117382	0.0	0.0	1520.2381786714973	1261.6583340924076	5555.939284335923	1893.1886999507526	2339.1133735004714	0.0	2975.615444543106	0.0	1546.1135517170785	0.0	3700.4688515232183	0.0	2652.8862696339097	0.0	4323.564812941355	2906.763477088184	0.0	0.0	5095.464652728048	2133.4875572740525	1260.421864298358	0.0	2366.3039731600725	0.0	0.0
PWY-6353	purine nucleotides degradation II (aerobic)	28908.351977199647	10136.50160196227	9825.947941190248	18173.116757716267	20433.020923906453	26312.661894411616	18177.686194289185	10749.965895316309	19296.95792452115	17802.800434678735	22182.64992134226	19499.27076325465	13006.373695483433	19596.651478993117	14935.745960755783	6746.398556975971	13255.209774636993	16197.737985616415	12201.105734023367	7240.624638551003	15899.093619601499	14073.116706826382	19321.54314621914	7196.7781334946285	17990.231643382493	21483.060790322976	14597.648814082057	14661.652016521597	19966.937554058146	21129.590999184114	16606.030959485084	10005.543545099925	12968.840958067418	24187.842922540116	25943.572910153158	21625.911194301898	14096.075338198394	17861.615799739113	25146.47639958118	22160.905419834733	27417.408039138725	30030.014063412065	21682.328618213032	15983.980506189568	19840.90588394544	21490.271384992382	19395.47329106117	12008.968430024932	20709.72731203385	27945.382906905026	33448.35784926357	22789.01428069816	24065.272606803548	36605.897137805136	29251.47148766025	10824.851353772772	24800.32431613673	33540.683435836814	26961.857690662753	17400.78869261676	25546.514550018677	29033.67797845005	35741.69161246956	23233.232209131118	23469.083604913507	31218.39336115944	27373.934433103947	18719.898380058206	27522.77576706082	15264.61018441692	14646.194533038071	16468.89714477156	24726.487653228884	11183.082190483767	16084.745788434111	22892.739678192607	26477.097138556568	21258.10805453205	16704.191348921588	13806.920296714354	21401.210760528782	33942.823595642156	19010.56578313933	20402.29549993511	8093.010209686637	29570.059641114218	17383.87418809165	17133.323141364108	25591.50273328841	23384.322235055304	11981.592460864958	16948.414708253124	14678.836122750847	31306.052961496167	31492.12953959069	6655.676010630955	14540.159516994067	35333.93124787103	20897.70203613561	19299.624101557933	16229.092216831908	21546.06295542519	20689.587307296115	10116.607056501542
PWY-6383	mono-trans, poly-cis decaprenyl phosphate biosynthesis	16436.860201465992	4239.212102083142	4826.233156536337	6883.516138319028	8232.898311775556	11949.757525584111	6504.631723770837	5255.294935876711	9402.21204891066	2673.098600343407	8402.621536283823	12702.600242192188	7075.603369074605	5956.5266324487475	6167.878785962474	2827.6774506880847	6367.134694877468	5370.930853935081	1717.2493902079302	7697.609233014388	8482.04188341091	3797.2057766556877	6705.332917821255	9155.749401719006	8772.975092400153	6150.69453587942	4856.242081834408	11374.060390625626	11484.063653417299	5824.66831780816	1628.1668452677002	8478.058307644456	3330.0420455456956	8705.686153856454	8447.733415709463	11668.5157472999	4600.360435943584	6710.486798487521	9662.270242149038	9991.830229376137	14137.95531763208	7199.651050371963	7804.622935257959	11863.431991562478	11572.653728296773	1989.2554337816061	5593.096872318772	7193.496645680865	10400.392106809108	11238.83382089668	17815.02683398238	12898.202855110037	12224.085868344886	13652.772642392663	12178.975980337098	12123.507503359047	21386.132471143108	12239.139532020898	10962.687434060359	12908.680498926717	13787.429182241554	8229.871327020079	11510.1171080521	17713.592101422204	14352.079279182464	12285.200997531614	12791.142802952529	14422.919256493182	10482.730592433576	7858.466093342775	5771.814895544976	11038.640018776492	8818.028012538773	47.82504256967868	6617.073639470446	10656.510699631945	11666.752563469021	2389.432745905121	9635.304844286757	6692.646624464697	9876.109945631386	8538.549685190217	7111.357081316665	10980.70124517258	900.7282727794466	8846.61776860566	7590.9865359716405	6939.392287081885	10217.570956376685	5996.145831578795	8124.7846979982205	7924.094959029892	5147.885158033994	12318.666345437097	11785.627780045126	3386.621851635968	4543.537040080613	14752.611286917449	11069.512527585739	12073.973226728123	5697.068407446645	7802.510840589069	7070.376401922937	5955.3058904952695
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	34275.05072061425	26607.42023863869	13052.896798521126	26591.096030106582	26866.51876004041	31951.04897179475	24543.137428668033	28292.826335683847	24050.42052921944	19921.73150786292	29678.290417531807	31928.103557238217	15953.559962554289	27456.014395290098	19503.13506789786	15336.01308180019	17135.127449945434	19188.85761270057	23217.19036936399	21140.49421764669	19842.76731919564	18977.96125183255	23645.813162970357	21209.873763139123	19696.269316666	24515.14750629177	16598.231319355342	23684.76671248653	24295.98600590699	26050.80986814784	17601.681972983202	16278.950211414356	19268.12572746881	25877.049238294054	28342.046005126947	32646.76436395753	16699.38276528334	19351.091307445804	33765.775875474064	31316.430267666048	30981.496511950463	35303.336551222215	28099.765719743136	26704.25323262979	29966.479832723882	28869.70296038125	22208.98066087159	21458.36966056548	27434.260733154868	29305.60464852388	40519.76506204741	30076.109242683746	31017.938141307397	36865.30251754148	37604.94797099791	24160.568382418387	34018.08786310623	34681.98693709121	31401.198202814503	32354.70177480577	31932.939465116317	42428.32501328585	39968.00365816951	39121.094850500725	34293.93693777893	33175.37736873799	34199.16710961579	25892.393067570465	39022.873804648734	20915.104382631303	18803.74202310908	26272.26824887374	31127.76869907623	37875.78598194778	27380.745518029682	35318.320682597325	32564.959767049528	37683.38653888374	22832.15456571269	25095.546327839766	27213.174992108838	39739.01218469051	23072.766482251685	26377.87186573747	10576.31110078144	36345.50090477629	26438.138312655712	19795.7029139255	33847.988257461235	27705.19024917014	22525.55733696085	31080.03436437145	20093.69109616473	39416.999880349336	38423.33926801477	10124.162884194007	25422.403257906808	42192.66849166545	31916.546854351294	34270.43049548081	22877.807730150238	26455.955614770635	27390.311891850633	14549.716472035192
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	34445.46523695783	25785.69502740119	13061.9339385474	26482.476197028536	27091.215797394423	32104.92666101275	25147.796064788683	28277.70734777729	24100.02840020247	20154.01912690466	29778.616971068688	32189.176887533613	16381.316303835752	27778.63263729434	19726.351968164585	15525.955488919963	17285.012280236508	19415.60533818172	23078.088780592243	21033.442312498133	20225.353734965945	19124.939323571354	24214.598579010868	21224.811763837748	19899.46771481808	24808.97443554339	16764.43834373576	23659.92524321666	24973.102508499112	26288.620626731587	17624.960435591598	16372.537421321967	19394.17851658411	26056.646785652367	28776.86975542852	32549.326953008946	16759.893447291008	19577.359432058664	34067.91121463815	31690.340723913974	31288.678897286725	35909.27372190658	28417.46243274355	26736.25739210627	30452.423761159334	29180.05292555561	22263.34332118148	21890.28415381208	27960.199683364746	29594.349069356133	40971.80634265085	30286.39622140813	31246.691816062797	37591.78865422848	38529.644284078735	24656.386342250284	34188.25544848773	35252.045022124345	31891.559649494186	32563.464054354816	32324.16953982158	42581.474357251565	40542.601608107936	39496.99567282226	34539.446730981945	33917.451086741785	34718.313034168015	26121.403518159947	39296.34951220638	24553.16868553257	18852.87127515545	26114.12949810976	31497.59495034916	37802.618066270465	33893.03538408805	35347.994474901345	32862.83083289509	37216.63743428407	23020.530367917523	25642.84141153749	27524.820251219728	39969.42638621984	23576.400881333615	26667.57653279644	10588.066415808418	36456.973352782064	26665.766558568554	20000.03891312136	34262.42544970379	27765.865329226915	22766.89344531296	31053.059211714415	22706.00806798429	39951.53074829	38645.47503189462	10132.532283801303	25437.845878286935	42895.24273810036	32054.41843497042	34631.031139366896	22866.73213901916	26562.679758468843	27522.944740872208	14556.739054972619
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	34537.42069177419	27176.06609726116	13221.57600340671	26897.015192594838	27195.27554358172	32507.827740621164	24959.66398481477	28646.6580798603	24279.809393935968	20234.01089689036	30068.618051571513	32213.027212760302	16353.242617812124	27903.48999200584	19802.098996026263	15637.756088467731	17310.659965781007	19467.417715457632	23562.94262137032	21471.004719382025	20092.86524497969	19298.688919533903	24208.732633861324	21470.952905253347	19869.634284491676	24977.591978020107	16798.536946146665	23934.561789152503	24922.41159438696	26508.3777655716	17817.513111739318	16398.466131329624	19452.11851751741	26222.627521734947	28669.864718606386	33047.91563925273	16887.975960503645	19728.53315159479	34172.01298661345	31720.054896653237	31237.972356850947	35925.83640979325	28480.195327510253	26933.906911004146	30231.09057788309	29297.62143909928	22431.114569251906	21631.33644964914	27931.536560510405	29885.010628057196	40916.16799534428	30301.741508841984	31355.955190269084	37516.387682941735	38525.47912624791	24391.357584312744	34262.45953451165	35227.524173999314	31866.623946150135	32663.652728067827	32210.21498487996	42760.86128081595	40559.493962350716	39419.09242397866	34622.04997914482	33707.16013154153	34603.30930498233	26064.83879061973	39396.61303754433	24272.441641035646	19019.649147120428	26549.469532858224	31462.673263342655	38476.05660105138	33410.02807663528	35666.89356539428	32816.49654255926	38688.63806839576	23116.654802535748	25425.3297493601	27474.347980739545	40580.17517576873	23535.344765582646	26572.094081814863	10674.090392869537	36992.70066466399	26756.603989402534	20028.877145738137	34239.195141750955	28243.2787360306	22839.567300513543	31453.897490758096	22418.195307868467	40202.932337986604	38870.28958437794	10229.8819384168	25720.65463361532	43041.49786446427	32352.85880292898	34571.35023564561	23256.46206838716	26874.96622388418	27796.16243235708	14685.991691267076
PWY-6396	superpathway of 2,3-butanediol biosynthesis	6414.416122233252	1264.8448515913433	1740.815618867105	1862.82872893022	4199.253131940299	8436.591748076284	4700.628076428343	931.6509806341463	3142.641653987995	2264.183313631533	4289.499506160684	3145.033790475884	4081.149102248293	3430.40671455209	2727.514478322556	572.530550543965	1875.1862737336446	3619.001042064117	735.3464305032857	621.9944678361762	3038.4262744955718	3778.4180642587266	3443.5403830274463	1365.2996648812878	4048.718531558725	7599.9020429052625	2323.335289883696	2417.903978633681	5277.8683036887205	9018.376568834028	2335.358785595986	2019.5786035292801	2967.249116921258	8042.9274349399975	7304.529274155033	2824.901699049713	3189.292847067796	7760.0062528434355	4016.3777010475737	3070.881372006688	5061.534283788392	8534.553201796902	3623.487020833767	4476.217676056562	5016.3090696629715	2756.886028049502	3488.176520179993	3142.503837937556	3455.5456708166716	11788.300803005368	6000.292674343609	2839.7386260955323	5100.646733261972	10950.380241817338	6057.24149329132	4991.044756485968	3251.6707957270173	7829.510201283299	4846.679400789278	2289.3484792444724	4488.518121791024	8372.315037212478	6674.557765641756	4527.433631239255	4451.755039094452	8894.156915886047	4285.890117371528	5256.737558021252	3221.750162071425	1888.0893312240253	2882.404253002959	2944.4476477926287	4474.088325688106	1910.2491522856646	2934.0180392408442	1744.4657877852344	4225.7924922115335	2005.9163358564767	4566.367700503415	4287.832979435159	3230.151074636178	10311.727872743797	3479.552752300694	4075.4014147520143	1462.8370667577592	6807.001608306354	4236.8664831259575	2767.3270259243195	3841.124431991803	5468.685359886589	3770.817468750441	3140.1620865889795	4707.94062883725	13320.49498804734	4744.68178585169	1443.9178445252605	1151.5658129137034	16434.281879233993	3628.636940495346	4865.578007403591	2268.708536292233	5424.315041191075	5038.028311744033	1819.7085325612625
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	6700.300431494459	1480.5050114182552	1568.2512451553146	4029.578934846309	1313.2139884516812	3477.281244510108	1740.898885691361	2650.9715665865892	3059.5837604294898	537.1149490620803	1531.6527064311015	5009.880310915671	2176.0547209205147	1072.7140354333906	1127.9055544930409	1311.5141684955586	1846.66160377108	705.8276883583127	302.6839123384325	3650.085411797059	2916.912165203505	932.5401931053681	1230.3665459015745	4760.162364526268	2242.929076183127	2489.4389483311866	1227.9864108908332	4284.3377157771365	3752.043345275376	2603.1628847507504	48.889015415283076	2744.341812275324	921.4296469666106	2622.006556112955	1951.9430212683544	3998.4860569996254	971.981610441454	2675.4171168951543	1680.5514332465275	4221.909349845628	4203.382865258996	1949.4803706907267	707.5691765375573	5406.404643570761	3880.101412284515	578.5832284281139	1515.376496037669	3886.978464445005	1135.405375293228	4137.23932034035	4621.180230559248	5710.845804529926	1918.7530530772005	5339.117691326195	2417.452377824086	7294.532381821239	2761.849729778865	4104.257814428344	1632.7918955871269	5791.066915315428	3071.3898912346813	2581.203288756361	2290.259090283727	6132.675853373063	4126.590009192487	8989.722327097566	2161.554889916073	7138.999695040891	2440.121089698663	3174.750824714777	1424.0855123253766	5965.686583470387	2133.7538404462666	26.178422760111104	1400.419228613902	5451.104532974334	4689.768250709627	438.43532244950717	3281.824913426151	3190.682158716397	2465.2894080140522	2564.887895340123	1700.6008585623813	3521.0868795693923	228.6564840794349	2272.3081843494197	1118.949459770218	1953.4541833830176	2518.5476225643138	1066.4728057453206	1438.3936224937759	3132.744549619213	1790.1088635442866	5007.913993678938	3494.149236798943	1445.8576378867679	1284.530102030381	6881.959497141122	2256.9355601090715	4211.483776859152	2280.0071425457127	1572.176833484162	1348.0423648571468	2843.971199526037
PWY-6404	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	0.0	2533.671262469703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5917.045587204584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3744.499530271032	0.0	0.0	1574.7321365992716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	16160.520000000002	5099.170000000001	4752.05	8763.04	11112.46	12139.6	11471.05	6418.000000000001	9795.95	12003.4	13714.1	9857.09	6150.380000000001	15171.739999999994	7186.01	3729.6900000000014	6501.2199999999975	9159.68	19859.56	3714.52	8843.45	11466.509999999998	9976.01	3107.25	10493.62	13461.89	6708.180000000001	5998.500000000001	9022.839999999998	19360.13	14874.98	3390.2000000000007	13880.059999999998	14501.229999999998	19801.52	10362.670000000004	10817.59	10086.85	14208.6	12765.499999999998	16009.729999999998	21511.74	17378.799999999996	5434.95	12294.73	23844.9	14333.370000000004	4585.82	13561.999999999998	12579.829999999998	18025.77	9699.69	13813.339999999998	17026.870000000006	15466.78	2301.4700000000007	10817.97	17168.86	15642.7	8655.07	14930.09	32682.669999999995	16240.54	10556.66	12781.21	16163.079999999998	15065.069999999998	6325.75	21414.770000000004	4209.500000000001	9584.77	4855.62	14196.55	35503.0	5997.9	12274.9	17322.61	7902.079999999999	7827.990000000002	8038.369999999999	12963.73	22356.8	10895.5	9484.75	9064.35	16055.369999999995	12520.899999999996	8872.9	12220.48	14578.180000000002	7500.300000000001	9849.96	7085.499999999999	22924.599999999995	18626.959999999995	3633.12	11093.55	20721.07	9964.990000000002	9338.55	9622.25	12573.649999999998	12264.28	4430.6
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	10533.221552708703	7074.457098153414	5392.606497543745	5102.491360381002	7658.798449671098	7917.121205899257	6992.94183817614	6985.309020056169	7656.030774668369	885.0690967657512	5426.749164878812	12015.850669521491	4871.9101348648055	2567.4189146640547	3287.924438283192	3008.856512098217	6511.813628957032	1188.129420411933	878.2608904446851	2274.524276902168	6129.596976060871	0.0	3753.117748252275	6903.3878762728855	6272.223126809988	65.79525934532371	4668.398695646528	8447.631451263202	7035.531417812861	583.8713656354032	1434.5119138930854	8050.301309229485	3014.1591850800014	1019.825709287328	2074.2835124570283	11644.900938048542	3488.1137934441467	95.47970881463243	8330.50671090463	10626.495516410228	9455.52099674518	374.33286113784544	1079.3986412472295	13540.228127465338	12353.1698296041	849.5010888470673	2865.7150690050685	11094.025883619142	4948.996616672052	2905.3595583524148	12438.817173265574	10456.689757803337	6404.65970937427	1696.9656897517011	8205.18059124568	12436.857415049188	6853.7431690110325	4610.34066533929	4667.653107496875	9751.663980961825	6500.5752499364635	1055.730174891866	6719.586490030435	15897.353983707004	13938.14525649102	1591.25040835004	7742.820703415222	10461.592588299623	12273.05117461665	3355.576722233685	3595.7847172199627	8244.754987927794	10092.579613288788	292.90025642650807	3082.0768808879743	7336.694105554228	11177.667502642173	2420.8247768371093	7634.320616832009	12972.440400048908	10453.26770075629	3746.769363201443	6767.075203153444	11340.38464967935	452.562801740125	3320.9626100400346	4635.173873999919	6783.533330077372	15143.13213180022	1652.2183728086704	4378.434797759095	13116.081303811165	5719.316426039722	5706.669510463149	5067.772805164333	4047.7062023870894	6742.407284009243	5034.238526372606	12420.812857904275	16354.980762792584	6872.582440963206	2300.8823915806465	4230.513525610313	4343.978065709226
